ID	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_noname|g__Rhodospirillales_noname|s__Reyranella_massiliensis	0.0	0.0	0.13097	0.0	0.0	0.0	0.0	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.00771	0.17321	0.01592	0.12983	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.03162	0.02009	0.0	0.10804	0.02927	0.0	0.07432	0.00714	0.0	0.08735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27741	0.0	0.0	0.0053	0.0	0.01595	0.0	0.05883	0.0	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04124	0.1756	0.0	0.08316
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_noname|g__Rhodospirillales_noname|s__Reyranella_massiliensis|t__GCF_000312425	0.0	0.0	0.13097	0.0	0.0	0.0	0.0	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.00771	0.17321	0.01592	0.12983	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.03162	0.02009	0.0	0.10804	0.02927	0.0	0.07432	0.00714	0.0	0.08735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27741	0.0	0.0	0.0053	0.0	0.01595	0.0	0.05883	0.0	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04124	0.1756	0.0	0.08316
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.0	0.52587	0.0	0.01377	0.0	0.38204	0.0	1.55011	0.3685	1.09145	0.0	0.0	0.82569	0.2961	0.25885	0.92079	0.94652	0.93215	0.01196	0.0	0.0	0.0	0.0	0.18906	0.0	0.0	0.98449	0.60173	0.1296	0.08597	0.31651	0.1044	1.55611	2.75637	1.42833	1.02309	0.65764	0.54947	0.30793	0.0	0.0	0.0	0.0	0.0	0.16518	0.0	0.0	0.02435	0.0	0.0	0.0	0.0	0.0	0.05258	0.0	0.0	0.82914	0.0	0.0	0.0	0.08917	0.0	0.0	0.0	0.0	0.0	0.22117	0.98019	0.0	0.07663	0.0	0.0	0.0	0.0	0.0	0.20456	0.0	0.0	1.13605	0.0	0.0	1.11736	0.0	0.0	1.09069	0.0	0.25192	0.0	0.54469	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.0	0.52587	0.0	0.01377	0.0	0.38204	0.0	1.55011	0.3685	1.09145	0.0	0.0	0.82569	0.2961	0.25885	0.92079	0.94652	0.93215	0.01196	0.0	0.0	0.0	0.0	0.18906	0.0	0.0	0.98449	0.60173	0.1296	0.08597	0.31651	0.1044	1.55611	2.75637	1.42833	1.02309	0.65764	0.54947	0.30793	0.0	0.0	0.0	0.0	0.0	0.16518	0.0	0.0	0.02435	0.0	0.0	0.0	0.0	0.0	0.05258	0.0	0.0	0.82914	0.0	0.0	0.0	0.08917	0.0	0.0	0.0	0.0	0.0	0.22117	0.98019	0.0	0.07663	0.0	0.0	0.0	0.0	0.0	0.20456	0.0	0.0	1.13605	0.0	0.0	1.11736	0.0	0.0	1.09069	0.0	0.25192	0.0	0.54469	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas|s__Blastomonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Citromicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Citromicrobium|s__Citromicrobium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0.0	0.50325	0.0	0.01377	0.0	0.37626	0.0	1.51706	0.35377	1.0137	0.0	0.0	0.79836	0.2961	0.23511	0.84491	0.89671	0.88409	0.01196	0.0	0.0	0.0	0.0	0.18906	0.0	0.0	0.95343	0.54184	0.12201	0.06504	0.28117	0.10042	1.49922	2.65099	1.33105	0.95318	0.60282	0.50624	0.30793	0.0	0.0	0.0	0.0	0.0	0.15211	0.0	0.0	0.02435	0.0	0.0	0.0	0.0	0.0	0.05258	0.0	0.0	0.82914	0.0	0.0	0.0	0.08917	0.0	0.0	0.0	0.0	0.0	0.22117	0.89848	0.0	0.07663	0.0	0.0	0.0	0.0	0.0	0.20456	0.0	0.0	1.08392	0.0	0.0	1.11736	0.0	0.0	1.06442	0.0	0.25192	0.0	0.54469	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_unclassified	0.0	0.50325	0.0	0.01377	0.0	0.37626	0.0	1.51706	0.35377	1.0137	0.0	0.0	0.79836	0.2961	0.23511	0.84491	0.89671	0.88409	0.01196	0.0	0.0	0.0	0.0	0.18906	0.0	0.0	0.95343	0.54184	0.12201	0.06504	0.28117	0.10042	1.49922	2.65099	1.33105	0.95318	0.60282	0.50624	0.30793	0.0	0.0	0.0	0.0	0.0	0.15211	0.0	0.0	0.02435	0.0	0.0	0.0	0.0	0.0	0.05258	0.0	0.0	0.82914	0.0	0.0	0.0	0.08917	0.0	0.0	0.0	0.0	0.0	0.22117	0.89848	0.0	0.07663	0.0	0.0	0.0	0.0	0.0	0.20456	0.0	0.0	1.08392	0.0	0.0	1.11736	0.0	0.0	1.06442	0.0	0.25192	0.0	0.54469	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0.0	0.02262	0.0	0.0	0.0	0.00578	0.0	0.03304	0.01473	0.07775	0.0	0.0	0.02733	0.0	0.02374	0.07588	0.04403	0.04806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03106	0.05989	0.00759	0.02092	0.03358	0.00398	0.04025	0.10538	0.09727	0.06991	0.05482	0.04323	0.0	0.0	0.0	0.0	0.0	0.0	0.01307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05212	0.0	0.0	0.0	0.0	0.0	0.02627	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_unclassified	0.0	0.02262	0.0	0.0	0.0	0.00578	0.0	0.03304	0.01473	0.07775	0.0	0.0	0.02733	0.0	0.02374	0.07588	0.04403	0.04806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03106	0.05989	0.00759	0.02092	0.03358	0.00398	0.04025	0.10538	0.09727	0.06991	0.05482	0.04323	0.0	0.0	0.0	0.0	0.0	0.0	0.01307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05212	0.0	0.0	0.0	0.0	0.0	0.02627	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	23.3682	9.12373	11.79867	67.69244	20.09824	9.2972	25.99628	18.46237	13.08547	31.20612	8.89019	1.89072	12.0923	22.51333	5.90841	6.58355	1.37357	4.78281	33.18473	27.07137	20.01579	15.8442	57.15101	37.67174	17.88441	42.24025	7.20373	8.09617	23.34942	5.07941	15.64021	2.60638	7.99907	8.43973	5.35651	5.64264	12.29519	6.16494	8.86403	35.65561	10.43313	9.61706	19.37523	38.25954	9.41349	31.90542	8.41199	36.57565	14.80035	19.82498	12.08681	43.52774	0.0	45.84672	13.80735	9.90575	4.08397	0.30229	1.14583	4.148	18.12199	0.0	11.21944	0.52079	3.29497	0.25744	4.48029	2.50274	2.07247	5.1771	0.1161	13.27813	9.33996	0.72865	51.2491	17.99352	17.15228	0.0	5.74503	6.58297	0.0	9.87941	0.0	53.34666	18.79195	2.07556	14.00565	10.82034	35.80351	22.04368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	23.30298	8.88831	11.79867	67.69244	20.09824	9.2972	25.99628	18.46237	13.08547	31.00425	8.89019	1.89072	12.0923	22.51333	5.90841	6.50461	1.36482	4.78281	33.18473	27.07137	20.01579	15.8442	57.15101	37.67174	17.88441	42.24025	7.20373	8.09617	23.2282	4.95175	15.48649	2.60638	7.98426	8.43973	5.35651	5.64264	12.29519	6.03793	8.86403	35.65561	10.43313	9.61706	19.32223	38.25954	8.26893	31.90542	8.41199	36.57565	13.81847	19.38612	12.08681	43.52774	0.0	45.78167	13.80735	9.32608	4.08397	0.30229	1.14583	4.11344	16.18877	0.0	11.21944	0.52079	3.29497	0.25744	4.48029	1.98523	2.07247	4.63384	0.1161	13.27813	9.05123	0.72865	51.2491	16.33563	17.15228	0.0	5.74503	6.58297	0.0	9.87941	0.0	53.34666	18.74189	2.07556	14.00565	10.52655	35.80351	22.04368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0.0	0.11254	0.0	0.0	0.0	0.1688	0.02429	0.0	0.0	0.04397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03194	0.0	0.27018	0.0	0.0	0.0	0.08856	1.93105	0.0	0.0	0.0	0.0	0.0	0.0	0.03572	0.0	0.05884	0.14171	0.21799	0.08617	0.0	0.0	0.0	0.0	0.0	0.0	0.05941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83108	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61156	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_piechaudii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61156	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_piechaudii|t__Achromobacter_piechaudii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61156	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella	0.0	0.11254	0.0	0.0	0.0	0.1688	0.02429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03194	0.0	0.27018	0.0	0.0	0.0	0.08856	1.77211	0.0	0.0	0.0	0.0	0.0	0.0	0.0325	0.0	0.05884	0.14171	0.08558	0.05851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21951	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_unclassified	0.0	0.11254	0.0	0.0	0.0	0.1688	0.02429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03194	0.0	0.27018	0.0	0.0	0.0	0.08856	1.77211	0.0	0.0	0.0	0.0	0.0	0.0	0.0325	0.0	0.05884	0.14171	0.08558	0.05851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21951	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13241	0.02766	0.0	0.0	0.0	0.0	0.0	0.0	0.05941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas|s__Pusillimonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13241	0.02766	0.0	0.0	0.0	0.0	0.0	0.0	0.05941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	22.96629	4.38305	10.29105	67.44102	19.82055	3.85102	25.91673	1.96004	3.84315	6.13081	0.25579	0.0	2.70132	1.03293	0.0	1.1504	0.51093	0.67099	32.03478	27.05529	6.37139	14.34604	57.07789	9.52794	17.1044	8.4734	2.24312	2.97835	0.54974	0.88077	0.13366	0.05805	4.48399	6.39158	0.44066	3.47527	0.69906	0.43813	1.53458	27.13385	7.86901	6.45368	9.7977	38.25954	4.6295	14.65651	8.41199	32.90685	11.10313	17.17983	10.28761	43.52774	0.0	36.56779	0.0	5.34401	0.0	0.0	0.0	0.42817	8.65067	0.0	4.29332	0.0	0.16836	0.0	3.54599	0.52718	1.16132	3.98792	0.0	0.0	0.664	0.0	51.2491	11.97023	17.12566	0.0	0.63545	0.0	0.0	8.40269	0.0	53.34666	17.13166	0.2901	1.42856	5.17655	33.38703	20.99633
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia	22.94561	3.78994	10.29105	67.38207	19.82055	3.65457	25.8987	1.29747	3.84315	6.03516	0.25579	0.0	2.70132	0.80985	0.0	1.1504	0.51093	0.67099	31.96266	27.05529	5.85982	13.79866	56.94278	9.11593	17.1044	6.29388	2.24312	2.97835	0.3191	0.88077	0.13366	0.04504	2.92902	4.98927	0.44066	3.44236	0.69906	0.43813	0.0	1.17592	7.86901	1.50473	9.7977	38.25954	4.39107	14.65651	8.41199	8.95815	10.76425	17.17983	10.28761	43.52774	0.0	4.14092	0.0	5.34401	0.0	0.0	0.0	0.42817	8.29791	0.0	4.29332	0.0	0.16836	0.0	3.54599	0.52718	1.16132	3.98792	0.0	0.0	0.664	0.0	51.2491	11.97023	17.12566	0.0	0.63545	0.0	0.0	7.81659	0.0	53.34666	14.62351	0.2901	1.42856	5.17655	33.24539	20.99633
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_cenocepacia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08743	0.20193	0.0	0.08343	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_cenocepacia|t__Burkholderia_cenocepacia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08743	0.20193	0.0	0.08343	0.0	0.0
