ID	reERR4183438_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183499_taxonomic_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0.0	0.31896	0.0	0.0	0.00021	0.00388	0.0	0.0	0.00078	1.54785	0.04475	0.0	0.0	0.6803	0.37492	0.38058	0.0	0.00353	0.26521	0.79229	0.68026	0.06051	0.00724	0.01508	0.02514	0.00662	0.00335	0.02272	0.06984	0.00283	0.01849	0.0	0.03077	0.60704	0.544	0.0	0.0	0.00731	0.0	0.0	0.01515	0.01647	0.0	0.0	0.01398	0.0	0.0041	0.0	0.00404	0.0	0.03461	0.01316	0.03143	0.01705	0.00612	0.01933	0.0064	0.0036	0.0	0.0	0.14305	0.05845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0.0	0.31896	0.0	0.0	0.00021	0.00388	0.0	0.0	0.00078	1.54785	0.04475	0.0	0.0	0.6803	0.37492	0.38058	0.0	0.00353	0.26521	0.79229	0.68026	0.06051	0.00724	0.01508	0.02514	0.00662	0.00335	0.02272	0.06984	0.00283	0.01849	0.0	0.03077	0.60704	0.544	0.0	0.0	0.00731	0.0	0.0	0.01515	0.01647	0.0	0.0	0.01398	0.0	0.0041	0.0	0.00404	0.0	0.03461	0.01316	0.03143	0.01705	0.00612	0.01933	0.0064	0.0036	0.0	0.0	0.14305	0.05845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.17797	1.12149	0.68262	0.32537	0.10697	0.52539	0.26624	0.36371	0.04127	0.55071	2.04455	0.07393	0.50084	0.44291	0.95712	1.01054	0.12064	0.16377	0.784	0.26165	0.21202	0.04894	0.11581	0.82442	0.16128	0.10164	0.07086	0.68635	0.10578	0.11311	0.11331	0.0102	1.35657	1.67786	1.50519	0.05373	1.64246	1.58062	1.40928	0.48205	0.22446	0.23083	0.19368	0.20689	1.06123	1.08774	0.25264	0.24325	1.79052	1.78493	1.06702	1.13225	0.48735	0.50672	0.43001	0.1472	0.15604	1.01793	0.63128	0.65701	4.03196	1.9076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0.17797	1.12149	0.68262	0.32537	0.10697	0.52539	0.26624	0.36371	0.04127	0.55071	2.04455	0.07393	0.50084	0.44291	0.95712	1.01054	0.12064	0.14158	0.784	0.26165	0.21202	0.04894	0.11322	0.82442	0.16128	0.10164	0.07086	0.68635	0.10578	0.11311	0.11331	0.0102	1.35657	1.67786	1.50519	0.04957	1.64246	1.58062	1.40928	0.48205	0.22446	0.23083	0.19368	0.20689	1.06123	1.08774	0.25264	0.24325	1.79052	1.78493	1.06702	1.13225	0.48735	0.50672	0.43001	0.1472	0.15604	1.01793	0.63128	0.65701	4.03196	1.9076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00988	0.00854	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum|t__GCF_000373865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00988	0.00854	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_hiranonis	0.08434	1.12149	0.68262	0.15812	0.10697	0.52539	0.26624	0.36371	0.04127	0.55071	2.04455	0.06291	0.2338	0.44291	0.95712	1.01054	0.12064	0.14158	0.784	0.26165	0.21202	0.03751	0.11322	0.82442	0.10137	0.10164	0.07086	0.68635	0.10578	0.11311	0.11331	0.0102	1.35657	1.67786	1.50519	0.04957	1.64246	1.58062	1.40928	0.48205	0.22446	0.23083	0.19368	0.20689	1.06123	1.08774	0.25264	0.24325	1.79052	1.78493	1.06702	1.13225	0.48735	0.50672	0.43001	0.1472	0.15604	0.70874	0.60681	0.65701	4.03196	1.9076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_hiranonis|t__GCF_000156055	0.08434	1.12149	0.68262	0.15812	0.10697	0.52539	0.26624	0.36371	0.04127	0.55071	2.04455	0.06291	0.2338	0.44291	0.95712	1.01054	0.12064	0.14158	0.784	0.26165	0.21202	0.03751	0.11322	0.82442	0.10137	0.10164	0.07086	0.68635	0.10578	0.11311	0.11331	0.0102	1.35657	1.67786	1.50519	0.04957	1.64246	1.58062	1.40928	0.48205	0.22446	0.23083	0.19368	0.20689	1.06123	1.08774	0.25264	0.24325	1.79052	1.78493	1.06702	1.13225	0.48735	0.50672	0.43001	0.1472	0.15604	0.70874	0.60681	0.65701	4.03196	1.9076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0.09363	0.0	0.0	0.16725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01102	0.26703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01143	0.0	0.0	0.05991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29931	0.01594	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02218	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02218	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.27132	3.47058	0.72313	0.48564	0.19179	1.40074	0.5901	1.31111	0.07954	1.04985	0.42144	0.24859	0.42266	0.38182	0.51202	0.65361	0.28287	0.03627	1.35452	1.00751	1.02079	1.36576	0.1413	1.60049	3.44538	0.08104	0.14806	0.47248	0.41928	0.15657	0.66183	0.9582	0.72418	0.91207	0.72293	0.68047	0.45536	0.03546	0.0471	3.70893	0.71981	0.74047	0.53506	0.44078	0.50768	0.38321	0.45938	0.35094	2.14357	1.79526	3.30458	3.28209	0.43149	0.07611	0.0439	2.04325	1.8451	0.05159	0.05281	0.92269	8.78617	2.70113
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00837	0.06093	0.0	0.0	0.0	0.01074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00837	0.06093	0.0	0.0	0.0	0.01074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.24583	3.37168	0.69561	0.40486	0.16034	1.39474	0.57096	1.17105	0.06029	0.74826	0.40008	0.13469	0.0	0.19593	0.44949	0.46476	0.06595	0.03627	1.33278	0.90743	0.85958	0.35722	0.121	1.53412	3.44093	0.06249	0.13602	0.46889	0.32868	0.10231	0.11378	0.08997	0.60691	0.2006	0.14688	0.0339	0.44511	0.02073	0.0471	3.63898	0.70098	0.72327	0.53506	0.42933	0.48579	0.38321	0.45095	0.3408	1.92795	1.68571	3.21888	3.12122	0.35559	0.03061	0.0439	2.03238	1.78582	0.04758	0.04359	0.89826	8.61157	2.64315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.24583	3.37168	0.69561	0.40486	0.16034	1.39474	0.57096	1.17105	0.06029	0.74826	0.40008	0.13469	0.0	0.19593	0.44949	0.46476	0.06595	0.03627	1.33278	0.90743	0.85958	0.35722	0.121	1.53412	3.44093	0.06249	0.13602	0.46889	0.32868	0.10231	0.11378	0.08997	0.60691	0.2006	0.14688	0.0339	0.44511	0.02073	0.0471	3.63898	0.70098	0.72327	0.53506	0.42933	0.48579	0.38321	0.45095	0.3408	1.92795	1.68571	3.21888	3.12122	0.35559	0.03061	0.0439	2.03238	1.78582	0.04758	0.04359	0.89826	8.61157	2.64315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	0.24583	3.37168	0.69561	0.40486	0.16034	1.39474	0.57096	1.17105	0.06029	0.74826	0.40008	0.13469	0.0	0.19593	0.44949	0.46476	0.06595	0.03627	1.33278	0.90743	0.85958	0.35722	0.121	1.53412	3.44093	0.06249	0.13602	0.46889	0.32868	0.10231	0.11378	0.08997	0.60691	0.2006	0.14688	0.0339	0.44511	0.02073	0.0471	3.63898	0.70098	0.72327	0.53506	0.42933	0.48579	0.38321	0.45095	0.3408	1.92795	1.68571	3.21888	3.12122	0.35559	0.03061	0.0439	2.03238	1.78582	0.04758	0.04359	0.89826	8.61157	2.64315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0.02549	0.0989	0.02752	0.08078	0.03145	0.006	0.01915	0.14006	0.01925	0.30159	0.02136	0.10554	0.36173	0.1859	0.06253	0.18884	0.20619	0.0	0.02173	0.10008	0.16121	1.00854	0.02031	0.06638	0.00445	0.01855	0.01205	0.00359	0.0906	0.05426	0.54805	0.86824	0.11727	0.71148	0.57605	0.62244	0.01025	0.01473	0.0	0.06996	0.01884	0.01719	0.0	0.01145	0.02189	0.0	0.00843	0.01014	0.21562	0.10955	0.08569	0.16087	0.0759	0.04551	0.0	0.01087	0.05928	0.00401	0.00922	0.02443	0.17459	0.05798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	0.02549	0.0989	0.02752	0.08078	0.03145	0.006	0.01915	0.14006	0.01925	0.30159	0.02136	0.10554	0.36173	0.1859	0.06253	0.18884	0.20619	0.0	0.02173	0.10008	0.16121	1.00854	0.02031	0.06638	0.00445	0.01855	0.01205	0.00359	0.0906	0.05426	0.54805	0.86824	0.11727	0.71148	0.57605	0.62244	0.01025	0.01473	0.0	0.06996	0.01884	0.01719	0.0	0.01145	0.02189	0.0	0.00843	0.01014	0.21562	0.10955	0.08569	0.16087	0.0759	0.04551	0.0	0.01087	0.05928	0.00401	0.00922	0.02443	0.17459	0.05798
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.01803	4.14364	2.05384	0.05561	0.31784	2.12587	1.12313	0.72715	0.00825	1.58673	3.90455	0.00607	0.0	0.83826	1.36599	1.26654	0.02196	0.0	3.06442	1.28084	1.14644	0.0	0.05423	2.68005	1.84461	0.07138	0.09437	0.76459	0.54048	0.25051	0.0	0.0	3.0629	1.85599	1.7111	0.00586	0.27888	2.76416	2.38498	1.45309	2.48873	2.85014	0.41224	0.36961	2.58866	2.21219	1.42696	1.35195	11.06963	11.44637	5.04478	5.02012	1.05545	0.70859	0.67496	1.72441	1.39783	4.28772	4.30453	2.44248	4.60909	7.65886
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.01803	4.14364	2.05384	0.05561	0.31784	2.12587	1.12313	0.72715	0.00825	1.58673	3.90455	0.00607	0.0	0.83826	1.36599	1.26654	0.02196	0.0	3.06442	1.28084	1.14644	0.0	0.05423	2.68005	1.84461	0.07138	0.09437	0.76459	0.54048	0.25051	0.0	0.0	3.0629	1.85599	1.7111	0.00586	0.27888	2.76416	2.38498	1.45309	2.48873	2.85014	0.41224	0.36961	2.58866	2.21219	1.42696	1.35195	11.06963	11.44637	5.04478	5.02012	1.05545	0.70859	0.67496	1.72441	1.39783	4.28772	4.30453	2.44248	4.60909	7.65886
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.01803	4.14364	2.05384	0.05561	0.31784	2.12587	1.12313	0.72715	0.00825	1.58673	3.90455	0.00607	0.0	0.83826	1.36599	1.26654	0.02196	0.0	3.06442	1.28084	1.14644	0.0	0.05423	2.68005	1.84461	0.07138	0.09437	0.76459	0.54048	0.25051	0.0	0.0	3.0629	1.85599	1.7111	0.00586	0.27888	2.76416	2.38498	1.45309	2.48873	2.85014	0.41224	0.36961	2.58866	2.21219	1.42696	1.35195	11.06963	11.44637	5.04478	5.02012	1.05545	0.70859	0.67496	1.72441	1.39783	4.28772	4.30453	2.44248	4.60909	7.65886
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum	0.0131	3.94876	1.71381	0.05561	0.06023	1.89691	0.92777	0.70388	0.00388	1.06907	2.06302	0.00607	0.0	0.27648	0.99986	0.95012	0.01971	0.0	0.67886	0.83489	0.83576	0.0	0.0094	2.14098	1.42275	0.04176	0.07396	0.29272	0.20288	0.18266	0.0	0.0	1.08433	1.25573	1.20326	0.0	0.20363	2.56179	2.25644	1.01786	2.12717	2.30009	0.36318	0.34976	0.97106	1.03923	1.1731	1.09857	9.84646	9.26938	1.92405	1.77979	0.21085	0.54718	0.53035	1.02249	0.88264	3.08759	3.14594	1.78613	2.90382	5.56236
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__Allobaculum_stercoricanis	0.0131	3.94876	1.71381	0.05561	0.06023	1.89691	0.92777	0.70388	0.00388	1.06907	2.06302	0.00607	0.0	0.27648	0.99986	0.95012	0.01971	0.0	0.67886	0.83489	0.83576	0.0	0.0094	2.14098	1.42275	0.04176	0.07396	0.29272	0.20288	0.18266	0.0	0.0	1.08433	1.25573	1.20326	0.0	0.20363	2.56179	2.25644	1.01786	2.12717	2.30009	0.36318	0.34976	0.97106	1.03923	1.1731	1.09857	9.84646	9.26938	1.92405	1.77979	0.21085	0.54718	0.53035	1.02249	0.88264	3.08759	3.14594	1.78613	2.90382	5.56236
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__Allobaculum_stercoricanis|t__GCF_000384195	0.0131	3.94876	1.71381	0.05561	0.06023	1.89691	0.92777	0.70388	0.00388	1.06907	2.06302	0.00607	0.0	0.27648	0.99986	0.95012	0.01971	0.0	0.67886	0.83489	0.83576	0.0	0.0094	2.14098	1.42275	0.04176	0.07396	0.29272	0.20288	0.18266	0.0	0.0	1.08433	1.25573	1.20326	0.0	0.20363	2.56179	2.25644	1.01786	2.12717	2.30009	0.36318	0.34976	0.97106	1.03923	1.1731	1.09857	9.84646	9.26938	1.92405	1.77979	0.21085	0.54718	0.53035	1.02249	0.88264	3.08759	3.14594	1.78613	2.90382	5.56236
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0.0	0.0	0.0	0.0	0.01576	0.0399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00734	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0.0	0.0	0.0	0.0	0.01576	0.0399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00734	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai|t__GCF_000173795	0.0	0.0	0.0	0.0	0.01576	0.0399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00734	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0.0	0.0	0.04382	0.0	0.0	0.0	0.05226	0.0	0.0	0.0	0.0547	0.0	0.0	0.0	0.06062	0.04697	0.0	0.0	0.0	0.18303	0.15833	0.0	0.0	0.0	0.21289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01335	0.0	0.0	0.0	0.0	0.0	0.0	0.13886	0.34937	0.0	0.0	0.30665	0.26989	0.0	0.0	0.4477	1.72705	0.0	0.0	0.06396	0.0	0.0	0.16466	0.1365	0.0	0.0	0.36372	0.0	0.33072
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	0.0	0.0	0.04382	0.0	0.0	0.0	0.05226	0.0	0.0	0.0	0.0547	0.0	0.0	0.0	0.06062	0.04697	0.0	0.0	0.0	0.18303	0.15833	0.0	0.0	0.0	0.21289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01335	0.0	0.0	0.0	0.0	0.0	0.0	0.13886	0.34937	0.0	0.0	0.30665	0.26989	0.0	0.0	0.4477	1.72705	0.0	0.0	0.06396	0.0	0.0	0.16466	0.1365	0.0	0.0	0.36372	0.0	0.33072
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0.00492	0.17969	0.2547	0.0	0.23752	0.18907	0.14218	0.02326	0.00437	0.46182	1.70586	0.0	0.0	0.54687	0.29671	0.26946	0.00225	0.0	2.37515	0.16683	0.08304	0.0	0.04483	0.52546	0.14038	0.01874	0.01823	0.47186	0.31967	0.06752	0.0	0.0	1.97857	0.55825	0.50783	0.00586	0.07525	0.09563	0.07595	0.43523	0.1984	0.17985	0.04906	0.01985	1.29021	0.90306	0.2511	0.25338	0.77547	0.44994	3.12073	3.24033	0.69855	0.16141	0.14462	0.53726	0.37869	1.08871	1.03852	0.2626	1.64914	1.57952
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.00707	0.0	0.0	0.0	0.00811	0.0	0.0	0.0	0.0	0.02315	0.0	0.0	0.0	0.0	0.06562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09245	0.07912	0.0	0.0	0.05786	0.01713	0.0	0.0	0.46148	0.33451	0.0	0.0	0.00277	0.0	0.0	0.03384	0.0	0.0	0.0	0.07796	0.0	0.0685
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.00707	0.0	0.0	0.0	0.00811	0.0	0.0	0.0	0.0	0.02315	0.0	0.0	0.0	0.0	0.06562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09245	0.07912	0.0	0.0	0.05786	0.01713	0.0	0.0	0.46148	0.33451	0.0	0.0	0.00277	0.0	0.0	0.03384	0.0	0.0	0.0	0.07796	0.0	0.0685
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45|t__GCF_000242175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0.00492	0.0	0.0	0.0	0.23752	0.0747	0.02829	0.02326	0.00437	0.42081	1.67295	0.0	0.0	0.54616	0.25075	0.24976	0.00225	0.0	2.24596	0.1178	0.08304	0.0	0.04483	0.41644	0.05354	0.01874	0.01823	0.43608	0.31341	0.06752	0.0	0.0	1.95296	0.53503	0.47554	0.00586	0.0	0.0	0.0	0.03185	0.06167	0.05938	0.02291	0.01313	0.85694	0.59918	0.21884	0.21786	0.25374	0.11543	3.09945	3.24033	0.66817	0.1193	0.08542	0.40502	0.32801	1.05794	1.02889	0.05465	1.37575	1.38209
