ID	reERR3589553_taxonomic_profile	reERR3589554_taxonomic_profile	reERR3589555_taxonomic_profile	reERR3589556_taxonomic_profile	reERR3589557_taxonomic_profile	reERR3589558_taxonomic_profile	reERR3589559_taxonomic_profile	reERR3589560_taxonomic_profile	reERR3589561_taxonomic_profile	reERR3589562_taxonomic_profile	reERR3589563_taxonomic_profile	reERR3589564_taxonomic_profile	reERR3589565_taxonomic_profile	reERR3589566_taxonomic_profile	reERR3589567_taxonomic_profile	reERR3589568_taxonomic_profile	reERR3589569_taxonomic_profile	reERR3589570_taxonomic_profile	reERR3589571_taxonomic_profile	reERR3589572_taxonomic_profile	reERR3589573_taxonomic_profile	reERR3589574_taxonomic_profile	reERR3589575_taxonomic_profile	reERR3589576_taxonomic_profile	reERR3589577_taxonomic_profile	reERR3589578_taxonomic_profile	reERR3589579_taxonomic_profile	reERR3589580_taxonomic_profile	reERR3589581_taxonomic_profile	reERR3589582_taxonomic_profile	reERR3589583_taxonomic_profile	reERR3589584_taxonomic_profile	reERR3589585_taxonomic_profile	reERR3589586_taxonomic_profile	reERR3589587_taxonomic_profile	reERR3589588_taxonomic_profile	reERR3589589_taxonomic_profile	reERR3589590_taxonomic_profile	reERR3589591_taxonomic_profile	reERR3589592_taxonomic_profile	reERR3589593_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_radicis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_radicis|t__GCF_000204195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans	0.0	0.0	0.0	0.0003	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans|s__Limnohabitans_unclassified	0.0	0.0	0.0	0.0003	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas	0.0	0.0	0.00048	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00754	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_unclassified	0.0	0.0	0.00048	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00754	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05719	0.01189	0.00328	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_paradoxus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_paradoxus|t__Variovorax_paradoxus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05195	0.01189	0.00328	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Verminephrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Verminephrobacter|s__Verminephrobacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia|s__Candidatus_Zinderia_insecticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia|s__Candidatus_Zinderia_insecticola|t__GCF_000147015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales	0.30649	0.59126	1.2249	3.50857	1.78886	0.60009	1.97782	0.1098	1.31617	0.04245	0.00042	0.0	0.0	0.60976	0.05722	0.58437	0.98223	0.03148	0.62697	0.65068	0.03431	0.13311	0.41604	0.20738	0.35143	0.03388	0.2792	1.01263	5.31197	0.02059	0.00089	0.0	0.00226	0.57277	0.02912	0.00575	0.25782	2.36976	0.0	0.0	0.00312
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae	0.0	0.00114	0.0125	0.0355	0.00478	0.11098	0.0203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.00111	0.0	0.0	0.10876	0.0	0.00069	0.00045	0.0	0.0	0.0	0.0	0.0	0.01596	0.00098	0.00089	0.0	0.00226	0.00877	0.0	0.0	0.0	0.01539	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera	0.0	0.00114	0.0125	0.0355	0.00478	0.11098	0.0203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.00111	0.0	0.0	0.10876	0.0	0.00069	0.00045	0.0	0.0	0.0	0.0	0.0	0.01596	0.00098	0.00089	0.0	0.00226	0.00877	0.0	0.0	0.0	0.01539	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_versatilis	0.0	0.00114	0.0125	0.0355	0.00478	0.11098	0.0203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.00111	0.0	0.0	0.10876	0.0	0.00069	0.00045	0.0	0.0	0.0	0.0	0.0	0.01596	0.00098	0.0	0.0	0.0	0.00877	0.0	0.0	0.0	0.01539	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_versatilis|t__Methylotenera_versatilis_unclassified	0.0	0.00114	0.0125	0.0355	0.00478	0.11098	0.0203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.00111	0.0	0.0	0.10876	0.0	0.00069	0.00045	0.0	0.0	0.0	0.0	0.0	0.01596	0.00098	0.0	0.0	0.0	0.00877	0.0	0.0	0.0	0.01539	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilales_noname	0.30649	0.59012	1.21239	3.47306	1.78408	0.48911	1.95752	0.1098	1.31617	0.04245	0.00042	0.0	0.0	0.60976	0.05722	0.58096	0.98111	0.03148	0.62697	0.54192	0.03431	0.13241	0.41559	0.20738	0.35143	0.03388	0.2792	1.01263	5.29601	0.0196	0.0	0.0	0.0	0.564	0.02912	0.00575	0.25782	2.35438	0.0	0.0	0.00312
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilales_noname|g__Methylophilales_noname	0.30649	0.59012	1.21239	3.47306	1.78408	0.48911	1.95752	0.1098	1.31617	0.04245	0.00042	0.0	0.0	0.60976	0.05722	0.58096	0.98111	0.03148	0.62697	0.54192	0.03431	0.13241	0.41559	0.20738	0.35143	0.03388	0.2792	1.01263	5.29601	0.0196	0.0	0.0	0.0	0.564	0.02912	0.00575	0.25782	2.35438	0.0	0.0	0.00312
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilales_noname|g__Methylophilales_noname|s__Methylophilales_bacterium_HTCC2181	0.30649	0.59012	1.21239	3.47306	1.78408	0.48911	1.95752	0.1098	1.31617	0.04245	0.00042	0.0	0.0	0.60976	0.05722	0.58096	0.98111	0.03148	0.62697	0.54192	0.03431	0.13241	0.41559	0.20738	0.35143	0.03388	0.2792	1.01263	5.29601	0.0196	0.0	0.0	0.0	0.564	0.02912	0.00575	0.25782	2.35438	0.0	0.0	0.00312
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilales_noname|g__Methylophilales_noname|s__Methylophilales_bacterium_HTCC2181|t__GCF_000168995	0.30649	0.59012	1.21239	3.47306	1.78408	0.48911	1.95752	0.1098	1.31617	0.04245	0.00042	0.0	0.0	0.60976	0.05722	0.58096	0.98111	0.03148	0.62697	0.54192	0.03431	0.13241	0.41559	0.20738	0.35143	0.03388	0.2792	1.01263	5.29601	0.0196	0.0	0.0	0.0	0.564	0.02912	0.00575	0.25782	2.35438	0.0	0.0	0.00312
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	8.16868	0.91013	0.00788	0.00017	0.09316	3.75689	1.68186	20.37035	0.13987	9.49191	49.0186	0.21246	0.02743	0.10208	57.46312	0.0	0.04022	57.94707	3.51925	1.68537	33.54909	41.14997	0.01627	0.67531	0.00459	0.87317	12.01423	0.02404	0.0	1.52201	1.38167	40.23678	47.82191	3.92265	1.03021	0.0	7.38658	0.13809	1.0491	0.03579	51.9831
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	0.0	0.0	0.0	0.0	0.0	0.00321	0.00338	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.00802	0.0	0.0	0.0	0.00118	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae	0.0	0.0	0.0	0.0	0.0	0.00321	0.00338	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.00802	0.0	0.0	0.0	0.00118	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax	0.0	0.0	0.0	0.0	0.0	0.00321	0.00338	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.00802	0.0	0.0	0.0	0.00118	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_unclassified	0.0	0.0	0.0	0.0	0.0	0.00321	0.00338	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.00802	0.0	0.0	0.0	0.00118	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname	8.16868	0.91013	0.00788	0.00017	0.09316	3.75368	1.67848	20.37035	0.13987	9.49191	49.01727	0.21246	0.02743	0.10208	57.46312	0.0	0.04022	57.94707	3.51822	1.68537	33.54909	41.14891	0.01627	0.67531	0.00459	0.87317	12.01423	0.01602	0.0	1.52201	1.38167	40.2356	47.81993	3.92265	1.03021	0.0	7.38658	0.13809	1.0491	0.03579	51.9831
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname	8.16868	0.91013	0.00788	0.00017	0.09316	3.75368	1.67848	20.37035	0.13987	9.49191	49.01727	0.21246	0.02743	0.10208	57.46312	0.0	0.04022	57.94707	3.51822	1.68537	33.54909	41.14891	0.01627	0.67531	0.00459	0.87317	12.01423	0.01602	0.0	1.52201	1.38167	40.2356	47.81993	3.92265	1.03021	0.0	7.38658	0.13809	1.0491	0.03579	51.9831
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname	8.16868	0.91013	0.00788	0.00017	0.09316	3.75368	1.67848	20.37035	0.13987	9.49191	49.01727	0.21246	0.02743	0.10208	57.46312	0.0	0.04022	57.94707	3.51822	1.68537	33.54909	41.14891	0.01627	0.67531	0.00459	0.87317	12.01423	0.01602	0.0	1.52201	1.38167	40.2356	47.81993	3.92265	1.03021	0.0	7.38658	0.13809	1.0491	0.03579	51.9831
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_JCVI_SC_AAA005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01226	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.00585	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_JCVI_SC_AAA005|t__GCF_000224765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01226	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.00585	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_SCGC_AAA001_C10	3.18102	0.34164	0.00348	0.00013	0.03488	1.46111	0.66001	8.44348	0.05466	3.80225	19.63903	0.08837	0.01578	0.0404	22.23232	0.0	0.0149	22.74841	1.3814	0.65846	13.72329	16.96576	0.00751	0.26231	0.00245	0.33514	4.82495	0.00881	0.0	0.60592	0.54163	14.0522	18.01624	1.46027	0.4034	0.0	2.89699	0.05555	0.41496	0.01549	19.86632
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_SCGC_AAA001_C10|t__GCF_000213335	3.18102	0.34164	0.00348	0.00013	0.03488	1.46111	0.66001	8.44348	0.05466	3.80225	19.63903	0.08837	0.01578	0.0404	22.23232	0.0	0.0149	22.74841	1.3814	0.65846	13.72329	16.96576	0.00751	0.26231	0.00245	0.33514	4.82495	0.00881	0.0	0.60592	0.54163	14.0522	18.01624	1.46027	0.4034	0.0	2.89699	0.05555	0.41496	0.01549	19.86632
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_SCGC_AAA240_J09	2.98411	0.33269	0.0038	5e-05	0.03499	1.35097	0.59095	6.92162	0.04999	3.45712	17.41644	0.07633	0.00794	0.03908	20.36533	0.0	0.01559	20.40441	1.27416	0.59704	11.60758	14.06182	0.00585	0.24582	0.00164	0.32063	4.14338	0.00433	0.0	0.55995	0.47445	14.38248	17.13935	1.41293	0.36557	0.0	2.62787	0.04905	0.36054	0.01325	18.49621
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_SCGC_AAA240_J09|t__GCF_000213355	2.98411	0.33269	0.0038	5e-05	0.03499	1.35097	0.59095	6.92162	0.04999	3.45712	17.41644	0.07633	0.00794	0.03908	20.36533	0.0	0.01559	20.40441	1.27416	0.59704	11.60758	14.06182	0.00585	0.24582	0.00164	0.32063	4.14338	0.00433	0.0	0.55995	0.47445	14.38248	17.13935	1.41293	0.36557	0.0	2.62787	0.04905	0.36054	0.01325	18.49621
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_noname|f__Deltaproteobacteria_noname|g__Deltaproteobacteria_noname|s__SAR324_cluster_bacterium_SCGC_AB_629_J17	0.00196	0.0	0.0	0.0	0.0	0.00075	0.0	0.01394	0.0	0.00312	0.05396	0.0	0.0	0.0	0.08082	0.0	0.0	0.06752	0.00071	0.0	0.02398	0.02908	0.0	0.0	0.0	0.0	0.00288	0.0	0.0	0.0	0.00283	0.53502	0.05906	0.00236	0.00019	0.0	0.00797	0.0	0.00375	0.0	0.06174
