X.mOTUs2_clade	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0.0071316672	0.0034465727	0.0007933766	0.0135496095	0.0098392941	0.011527981	0.0029965058	0.0058192168	0.004308149	0.0056606284	0.0010325972	0.0050575837	0	0.0027147607	0.0035987655	0.0018020941
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp.	0.0022881502	0.001714669	6.59755e-05	0.0027761065	0.0013849316	0.0046747313	0.0015279302	0.0010209263	0.0039178069	0.0045358325	0.0006052443	0.0036262003	0	0.0021288154	0.0023094271	0.0007951864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v3_16208]	0.004843517	0.0017319037	0.0007274011	0.0087338845	0.0084543625	0.0046371699	0.0006518203	0.0040233704	0.0003903421	0.0011247959	0.0004273529	0.0010924503	0	0.0005859453	0.0012681287	0.0010069078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v3_16336]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12097e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v3_17807]	0	0	0	2.30799e-05	0	4.32786e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v3_17930]	0	0	0	0.0012715381	0	0.0010267525	0.0001203574	0.00077492	0	0	0	0.0003389331	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v3_24923]	0	0	0	9.54409e-05	0	0.0002834877	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [meta_mOTU_v3_13278]	0	0	0	0.0006495596	0	0.000862561	0.0006963979	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001241157	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae gen. incertae sedis|s__Oscillospiraceae species incertae sedis [ext_mOTU_v3_26432]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001241157	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0022652891	0.0028124875	0.0063595447	0.0074867312	0.0032446241	0.0065201328	0.0070890691	0.0058350914	0.0054937314	0.0009485241	0.0041553152	0.0010294689	0.0006834658	0.0014432503	0.0033210775	0.011186077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides	0	0	0	0	0	0	0	0	0	0	0	0	0.0006834658	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides difficile	0	0	0	0	0	0	0	0	0	0	0	0	0.0006834658	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae gen. incertae sedis	0.0022652891	0.0027604871	0.0062510185	0.0072193056	0.0032446241	0.0065201328	0.0070890691	0.0057256231	0.0054937314	0.0009485241	0.0041266938	0.0010294689	0	0.0014432503	0.0033148577	0.0111600964
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae gen. incertae sedis|s__Peptostreptococcaceae species incertae sedis [ext_mOTU_v3_15391]	0	0	0	1.84907e-05	0	0	0.0001509248	0	0	0	0.0015649475	0	0	0	0	2.44042e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae gen. incertae sedis|s__Peptostreptococcaceae species incertae sedis [ext_mOTU_v3_15436]	0.0009907241	0	0.0016641504	0.0025205133	0.000227888	0.0003178236	5.88718e-05	0.0021690363	0	0.0001952909	0.0022946637	0	0	0	5.10161e-05	0.0043060757
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae gen. incertae sedis|s__Peptostreptococcaceae species incertae sedis [ext_mOTU_v3_15447]	0	0	0	0.0003429776	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae gen. incertae sedis|s__[Clostridium] hiranonis	0.001274565	0.0027604871	0.0045868681	0.004337324	0.0030167361	0.0062023092	0.0068792725	0.0035565868	0.0054937314	0.0007532333	0.0002670825	0.0010294689	0	0.0014432503	0.0032638416	0.0068296165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0	5.20005e-05	6.42838e-05	0	0	0	0	0.0001094683	0	0	0	0	0	0	0	2.11781e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus russellii	0	5.20005e-05	6.42838e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.11781e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus species incertae sedis [ext_mOTU_v3_26445]	0	0	0	0	0	0	0	0.0001094683	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	0	0	4.42424e-05	0.0002674256	0	0	0	0	0	0	2.86215e-05	0	0	0	6.2198e-06	4.8025e-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia species incertae sedis [ext_mOTU_v3_15446]	0	0	0	0.0001445933	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia species incertae sedis [ext_mOTU_v3_16280]	0	0	0	6.17932e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia timonensis	0	0	4.42424e-05	6.10391e-05	0	0	0	0	0	0	2.86215e-05	0	0	0	6.2198e-06	4.8025e-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.0347365483	0.0596987579	0.0146170107	0.1373602178	0.0684485842	0.0718873945	0.0684089519	0.0388272117	0.0665134077	0.1070503377	0.0405085187	0.0114824395	0.0555147003	0.0871797731	0.2017240751	0.1012009437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	0.0013457211	0.0031201896	0.0001797182	0.0065786044	0.011919144	0.0068972061	0.0014704235	0.0037366043	0.0155647492	0.0016996881	0	0.0003806797	0	0.0042482398	0.0070646366	0.0142115093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum desmolans	0.0013457211	0.0031201896	0.0001797182	0.0065786044	0.011919144	0.0068972061	0.0014704235	0.0037366043	0.0155647492	0.0016996881	0	0.0003806797	0	0.0042482398	0.0070646366	0.0142115093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus	0	4.41671e-05	0	0	0	0.0001396882	0	0	0	0	0	0	5.43496e-05	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus sp. An172 [meta_mOTU_v3_13698]	0	4.41671e-05	0	0	0	0	0	0	0	0	0	0	5.43496e-05	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus species incertae sedis [meta_mOTU_v3_13295]	0	0	0	0	0	0.0001396882	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.0001274565	0	0	2.66354e-05	0	0.0002643515	0	0	0.0091110542	0	0	0	0	0	0.0001821703	0.0001778095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus colihominis	0.0001274565	0	0	2.66354e-05	0	0.0002643515	0	0	0.0091110542	0	0	0	0	0	0.0001821703	0.0001778095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Bittarella	0.0004129181	0	0	0.0001928789	0	0.0004986831	0.0001252897	0.000104237	0	0.0002039735	0	0.0001526262	0	0.0008414967	0.0003700026	2.91398e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Bittarella|s__Bittarella massiliensis	0.0004129181	0	0	0.0001928789	0	0.0004986831	0.0001252897	0.000104237	0	0.0002039735	0	0.0001526262	0	0.0008414967	0.0003700026	2.91398e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.0002343711	0	0.004709718	0.1071658022	0.0439946617	0.0162212059	0.044843153	0.0080546759	0.0001707226	0.0010458827	0.0040981654	0.0001407936	0	0.0001935792	0.1191663754	0.0486752979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii	0	0	0.0004376242	2.76476e-05	0	0	0	0	0	0	0	0	0	4.57888e-05	8.53228e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium species incertae sedis [ext_mOTU_v3_16261]	0	0	0.0003403261	3.85697e-05	4.69617e-05	8.53205e-05	8.04174e-05	0.0001070108	0	0	0	0	0	0	8.06671e-05	9.62929e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium species incertae sedis [ext_mOTU_v3_16338]	0	0	0	3.27868e-05	0	3.51383e-05	5.79833e-05	9.31866e-05	0	0	0	0	0	0	0	1.59249e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium species incertae sedis [ext_mOTU_v3_16339]	0	0	0	0	0	8.53205e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium species incertae sedis [meta_mOTU_v3_12325]	0	0	0.0015797398	0.0001635797	0	0.0004994371	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium species incertae sedis [meta_mOTU_v3_14048]	0.0002343711	0	0.002352028	0.1069032184	0.0439477	0.0155159895	0.0447047522	0.0078544785	0.0001707226	0.0010458827	0.0040981654	0.0001407936	0	0.0001477904	0.1190003856	0.0485630801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	0.0014869321	0.0111808745	7.73056e-05	0.0045616535	0.0009068031	0.0075051458	0.0037174289	0.0090047775	0.0178436689	0.0024118993	0.0001172265	0.0011636959	0.0538594543	0.0059132321	0.0010679462	0.0036115785
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor plautii	0.0008618286	0.0055233444	3.76576e-05	0.001955028	0.0007432022	0.0054240685	0.0010808096	0.0042976644	0.0109889543	0.0016220451	8.00688e-05	0.0005762357	0.0407691304	0.0044674152	9.34202e-05	0.0014608456
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor plautii	0.0006251035	0.0050587664	3.96481e-05	0.0008802133	1.87648e-05	0.0019489681	0.0008559838	0.0004261403	0.0040862824	0.0001675496	3.71577e-05	0.0003653686	0.0130903238	0.0011974636	6.74025e-05	0.0004952114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor species incertae sedis [ext_mOTU_v3_16369]	0	0	0	9.37878e-05	0	0.0001321092	0	0.0001010187	0	0	0	1.49504e-05	0	0	8.1258e-06	3.20234e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor species incertae sedis [ext_mOTU_v3_17812]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06235e-05	3.53936e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor species incertae sedis [ext_mOTU_v3_26666]	0	0.0005987637	0	0.001448935	5.46921e-05	0	0.0015093366	0.004015785	0.0027684322	0.0004715611	0	0.0001149041	0	0.0002483533	0.0006795351	0.0015021241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor species incertae sedis [ext_mOTU_v3_26770]	0	0	0	0.0001836894	9.0144e-05	0	0.000271299	0.0001641691	0	0.0001507435	0	9.22371e-05	0	0	0.0001988392	8.59804e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fournierella	0.0005662036	0	0	0	0	0.0023963633	0.0033813262	7.61378e-05	0	0	0	0.0006550549	0	0	1.22833e-05	1.79426e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Fournierella|s__Fournierella massiliensis	0.0005662036	0	0	0	0	0.0023963633	0.0033813262	7.61378e-05	0	0	0	0.0006550549	0	0	1.22833e-05	1.79426e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Phocea	0	0	0	0.0004211276	0.0001197776	0.0008027043	0.0006853491	0.000459084	0.0002084267	0.0002414721	0	0.000101647	0	0.0009707274	0.0006359464	0.0004115679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Phocea|s__Phocea massiliensis	0	0	0	0.0004211276	0.0001197776	0.0008027043	0.0006853491	0.000459084	0.0002084267	0.0002414721	0	0.000101647	0	0.0009707274	0.0006359464	0.0004115679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	0	0	0	0.0005983831	0	0.000251471	0.0001877841	0.0001357003	0	0	0	0.0001946539	0	0	0	0.0001348283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor capillosus	0	0	0	0.0005983831	0	0.000251471	0.0001877841	0.0001357003	0	0	0	0.0001946539	0	0	0	0.0001348283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis	0.0305629458	0.0452390291	0.0096502689	0.0169552402	0.0106407392	0.0364783624	0.0139276022	0.0168373861	0.0234721	0.1012355201	0.036176515	0.0085670676	0.0001052989	0.0740649682	0.0731408825	0.0338873864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae bacterium D16	0.0039434363	0.0044312363	0.0001506752	0.0038820733	0.0015931178	0.0127196652	0.0049354842	0.0053821585	0.0056522579	0.0007139071	0.0015177299	0.0011376585	0	0.0044963466	0.0137600327	0.0079908101
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_15365]	0.0002567306	0	0.0003287959	0.0006903093	0.0009307818	0.004026214	0.0038125673	0.0007393484	0.0001729528	0.0009577602	0.0005270967	0.0011314244	0	0	0.0042140904	0.0022521501
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_15424]	0	0	0	2.15605e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_15438]	0	0	0	0.0063446273	0.0001044685	0.0095179172	0.0038437715	0	0	0	0	0	0	0	0.0431421948	0.0217455502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16135]	0.0158586051	0.0223153882	0.0074247559	0.0049186475	0.0076387336	0.0029928731	0.0008029475	0.0105184466	0.0130857842	0.0105255637	0.0003621128	0.0032201802	3.37647e-05	0.0209647615	0.0111193994	0.0017036514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16202]	0	5.06018e-05	0.0002990082	0	6.44657e-05	0	0	0	0	7.88292e-05	0	4.89432e-05	0	0	9.16703e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16225]	0	0	0	0	0	0	0	0	0	0	0	0	7.15342e-05	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16273]	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001114565	1.98682e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16274]	0	3.0588e-05	0	0	1.84116e-05	0	0	0	0	0.0001388581	9.66332e-05	2.09305e-05	0	0.0001367008	3.82498e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16283]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28944e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16287]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92112e-05	2.37929e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16301]	0.0016419885	0.0020972594	0	0	0	0	0	0	0.0042658866	0.0015219303	0	0.0008620113	0	0.0024298279	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16303]	0	0	0	0	0	8.53205e-05	0	0	0	0	0	0	0	0	0	4.11204e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16349]	0.0007419772	0	0.0011823577	0.0001198656	9.51289e-05	0.0003581706	0	0	0.0001878882	0.0002053718	0.0001165865	0.0001036083	0	0.000729225	0.0002123551	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16361]	0	0	0	0.0001843932	0	0.0001941378	9.88542e-05	0.0001974327	0	0	0	0	0	0	0.0002895391	4.51965e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16378]	0	0	0	0	0	0	6.21155e-05	0	0	0	0	0	0	0	3.24286e-05	2.37588e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_16449]	0	0	0	0.0005926362	2.78165e-05	0.0005942866	0.0001335886	0	0	0	0	6.36124e-05	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_17981]	0	0	0	0	0	0	0	0	0	0.0006672397	6.8139e-05	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_24617]	0	0	0	0	0	8.40695e-05	7.75453e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_24970]	0.0004145952	0	0	0	0	0	0	0	0	0.0004250532	0.0001298937	6.102e-05	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v3_26686]	0.007123859	0.0163139555	0	0	3.24303e-05	0	0	0	0.0001073302	0.0857726378	0.0333583232	0.0017487617	0	0.0442490519	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [meta_mOTU_v3_12239]	0.0002123022	0	0	0	0	0.0025098271	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [meta_mOTU_v3_12259]	0.0001582702	0	0	0	3.16436e-05	9.29447e-05	0	0	0	0	0	0	0	0.0004601694	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [meta_mOTU_v3_12286]	0.0002111816	0	0.0002646759	0.0001089687	6.48606e-05	6.34943e-05	0	0	0	0.000228369	0	5.70833e-05	0	0.0004874287	0.0001150775	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [meta_mOTU_v3_12664]	0	0	0	0	2.37312e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [meta_mOTU_v3_12898]	0	0	0	0	0	0.0011735311	9.82554e-05	0	0	0	0	9.05367e-05	0	0	0	5.07379e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__[Clostridium] leptum	0	0	0	9.21586e-05	1.5149e-05	0.0020659107	6.24728e-05	0	0	0	0	2.12969e-05	0	0	7.3871e-05	1.06181e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0	0	0	2.987e-05	0	8.53603e-05	0	0	0	0	0	6.21898e-05	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus gauvreauii	0	0	0	0	0	0	0	0	0	0	0	6.21898e-05	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus species incertae sedis [ext_mOTU_v3_16285]	0	0	0	2.987e-05	0	8.53603e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0	0.0001144976	0	0.0007973894	0.0008505492	0.0003468525	7.05951e-05	0.0004186087	0.000142686	0	0	6.40309e-05	0.0014955975	0.0001392429	8.38318e-05	4.38835e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans	0	0.0001144976	0	0.0007973894	0.0008505492	0.0003468525	7.05951e-05	0.0004186087	0.000142686	0	0	6.40309e-05	0.0014955975	0.0001392429	8.38318e-05	4.38835e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0	0	0	3.26332e-05	1.69094e-05	0	0	0	0	0.0002119019	0.0001166118	0	0	0.0008082869	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum variabile	0	0	0	3.26332e-05	1.69094e-05	0	0	0	0	0.0002119019	0.0001166118	0	0	0.0008082869	0	0
