X.mOTUs2_clade	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12770]	0	0	0	0	0	0	0	0	0	0	4.78322e-05	2.29345e-05	0	0	0	0	0	0	0	0	0	0	1.40418e-05	1.77205e-05	0	0	0	0	0	1.46995e-05	0.0001897769	6.88423e-05	0	1.85714e-05	0	0	0	0	0.0002268261	1.09786e-05	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12838]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24699e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12943]	0	0	0	0	0	0	0	5.47155e-05	0	1.6883e-05	0.0001515314	0	0	0	0.0003482241	0	0	0.0009787393	0	0	2.2789e-05	2.35168e-05	0	0	0	0	0	0	0	0	1.95649e-05	0.002014986	0.0015084874	0.0001370246	0	0	0	0	9.6118e-06	0	0.001119649
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13086]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0249e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13132]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81946e-05	1.37861e-05	0	0	0	0	0	0	5.00613e-05	2.44079e-05	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13181]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86947e-05	2.57501e-05	0	0	0	0	0	0	1.52089e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13236]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66975e-05	4.67404e-05	0	0	0	0	0	0	5.36436e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13250]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38636e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13271]	5.97509e-05	3.46909e-05	0	0	1.38737e-05	0	0	2.47961e-05	1.36607e-05	0.0013281969	0.0019959117	0.0018870101	0.000996704	3.31748e-05	0.0002811181	0	0	7.68845e-05	0	0	3.73512e-05	0	0	0.0008511945	1.68286e-05	0	9.04861e-05	0	0	0.001916279	0.0479798903	0.0043295375	0.0003241213	0.0003853288	0.0048374845	0.0044408307	4.09314e-05	4.86521e-05	0.0432269191	0.0043548152	0.0003197105
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13290]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5685e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13454]	0.0003733198	0.0001304384	1.11695e-05	1.56998e-05	4.7561e-05	0	0	8.6901e-05	4.34039e-05	0.0069024988	0.0038657782	0.003563779	0.0064482488	0.0001889756	0.0011003415	0	3.96004e-05	6.6279e-05	1.90718e-05	0	3.12879e-05	1.52754e-05	0.0001530503	0.0044232075	6.55398e-05	2.1422e-05	0.0002441288	2.89267e-05	0	0.0155961603	0.0098282154	0.0052233978	0.0010322785	0.001362366	0.0120550463	0.0125075184	0.0003058374	4.0274e-05	0.0093141506	0.0069090559	0.0015505737
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13493]	0.026620504	0.0386286185	0.0496093707	0.0639843711	0.0718075881	0.0201675372	0.0161104922	0.0405423076	0.0814944425	0.0411911841	0.015648297	0.0411181309	0.0411886775	0.030029941	0.0121586138	0.0070102823	0.0526719277	0.0074939667	0.0474393854	0.0061828229	0.0252715815	0.0245054194	0.0823844671	0.061205922	0.0450877934	0.0221482675	0.0275598669	0.0760424685	0.0470540084	0.0455733614	0.0035990933	0.0011534507	0.0058508708	0.017509992	0.07036066	0.1012278387	0.0443992066	0.0313838533	0.0036774895	0.0412661065	0.0120710768
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13666]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24293e-05	0.0001687202	0	0	0	0	0	0	6.98354e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13675]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81946e-05	0	0	0	0	0	0	0	1.25624e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13720]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27826e-05	0	0	0	0	0	0	2.14754e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13877]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4672e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_13988]	0.0197007985	0.0295340076	0.038480199	0.0482246442	0.0563393014	0.0170417462	0.0129045819	0.0303465607	0.0576798669	0.0277671441	0.0086270155	0.0205631752	0.0303037816	0.023766507	0.0081819157	0.0067728077	0.0396414621	0.0050559693	0.0333667151	0.0061174118	0.016954589	0.0174532287	0.0659206323	0.0418487615	0.031663941	0.0199137281	0.0200119302	0.0641736261	0.0419511573	0.026553176	0.0016314006	0.0006423741	0.0034339892	0.011068388	0.0482790576	0.0645204878	0.0327005002	0.0257002472	0.0015538398	0.019805233	0.007864456
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14007]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6854e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14021]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07997e-05	6.21603e-05	0	0	0	0	0	0	8.62477e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14203]	0	0	0	0	0	0	0	0	0	7.1191e-06	3.43554e-05	2.18876e-05	0	0	1.32452e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73058e-05	0.0002427957	0	0	0	0	0	0	2.15961e-05	1.63885e-05	1.2213e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14263]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41668e-05	3.55921e-05	0	0	0	0	0	0	1.75916e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14292]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85452e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14364]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20496e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_14422]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49511e-05	0	0	0	0	0	0	0	4.11829e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__alpha proteobacterium HIMB114 [meta_mOTU_v3_13326]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96107e-05	1.83303e-05	0	0	0	0	0	0	1.2979e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__alpha proteobacterium HIMB5	0	0	0	1.18941e-05	0	0	0	0	0	0	0	1.30853e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6302e-06	0	0	0	0	1.43849e-05	0	0	1.28545e-05	5.9337e-06	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__alpha proteobacterium HIMB59 [meta_mOTU_v3_12819]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99295e-05	1.41012e-05	0	0	0	0	0	0	3.37516e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__alpha proteobacterium SCGC AAA240-E13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51445e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__alpha proteobacterium SCGC AAA288-G21	0	0	0	0	0	0	0	0	0	0	2.85131e-05	0	0	0	1.95215e-05	0	0	8.55337e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.4762e-06	0.0005634396	7.58712e-05	3.23787e-05	0	0	0	0	0	0	9.38962e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__alpha proteobacterium SCGC AAA288-N07	0	0	0	0	0	0	0	0	0	0	1.6528e-05	0	0	0	2.03645e-05	0	0	4.9088e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001543611	4.36708e-05	1.70822e-05	0	0	0	0	4.5331e-06	0	3.40451e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacterales fam. incertae sedis	0.0002016916	0.0002757866	0.0006645031	0.0006328321	0.0003021454	0.0010480379	0.0001632098	0.0002636518	0.0001142361	6.7532e-05	5.43272e-05	0.0001449879	3.85368e-05	0.0001768873	0.0001804965	4.25829e-05	0.0005714176	0.0001884874	0.0005058693	6.94176e-05	0.0006698648	0.0004580431	0.0001891134	2.82855e-05	0.0001880706	0.0009732607	0.0001802797	0.0004158306	0.0001740036	4.98592e-05	6.09003e-05	0.0002265376	3.03958e-05	2.29963e-05	3.06646e-05	2.27048e-05	0.0002581668	0.0001386354	4.29508e-05	6.85188e-05	3.69026e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacterales fam. incertae sedis|g__Pelagibacterales gen. incertae sedis	0.0002016916	0.0002757866	0.0006645031	0.0006328321	0.0003021454	0.0010480379	0.0001632098	0.0002636518	0.0001142361	6.7532e-05	5.43272e-05	0.0001449879	3.85368e-05	0.0001768873	0.0001804965	4.25829e-05	0.0005714176	0.0001884874	0.0005058693	6.94176e-05	0.0006698648	0.0004580431	0.0001891134	2.82855e-05	0.0001880706	0.0009732607	0.0001802797	0.0004158306	0.0001740036	4.98592e-05	6.09003e-05	0.0002265376	3.03958e-05	2.29963e-05	3.06646e-05	2.27048e-05	0.0002581668	0.0001386354	4.29508e-05	6.85188e-05	3.69026e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacterales fam. incertae sedis|g__Pelagibacterales gen. incertae sedis|s__Pelagibacterales species incertae sedis [ext_mOTU_v3_31047]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7318e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacterales fam. incertae sedis|g__Pelagibacterales gen. incertae sedis|s__Pelagibacterales species incertae sedis [ext_mOTU_v3_31566]	0.0002016916	0.0002757866	0.0006645031	0.0006328321	0.0003021454	0.0010480379	0.0001632098	0.0002636518	0.0001142361	6.7532e-05	5.43272e-05	0.0001295582	3.85368e-05	0.0001768873	0.0001804965	4.25829e-05	0.0005714176	0.0001884874	0.0005058693	6.94176e-05	0.0006698648	0.0004580431	0.0001891134	2.82855e-05	0.0001880706	0.0009732607	0.0001802797	0.0004158306	0.0001740036	4.98592e-05	0	0	3.03958e-05	2.29963e-05	3.06646e-05	2.27048e-05	0.0002581668	0.0001386354	0	6.85188e-05	3.69026e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacterales fam. incertae sedis|g__Pelagibacterales gen. incertae sedis|s__Pelagibacterales species incertae sedis [meta_mOTU_v3_13641]	0	0	0	0	0	0	0	0	0	0	0	1.54297e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09003e-05	0.0001792196	0	0	0	0	0	0	4.29508e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0	0	0	0	0	5.17592e-05	3.28527e-05	1.51657e-05	0	4.8101e-05	4.217e-05	0	3.85707e-05	3.79152e-05	0.000112819	2.00884e-05	2.00981e-05	5.71582e-05	2.78281e-05	9.24478e-05	0.000116706	0.0001756818	1.482e-05	0	0	0.0001269161	1.51728e-05	1.97502e-05	2.1045e-05	0	0	4.3426e-05	0.0002373532	0	0	0	8.3e-06	0	0	0	2.39695e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae	0	0	0	0	0	0	0	1.51657e-05	0	3.47397e-05	2.13393e-05	0	0	0	1.62325e-05	0	0	3.70294e-05	0	2.45718e-05	6.97777e-05	5.74041e-05	0	0	0	0	0	0	0	0	0	3.38612e-05	1.25628e-05	0	0	0	8.3e-06	0	0	0	2.39695e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aurantimonadaceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08485e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aurantimonadaceae gen. incertae sedis|s__Aurantimonadaceae species incertae sedis [ext_mOTU_v3_31661]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08485e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aurantimonas	0	0	0	0	0	0	0	1.51657e-05	0	3.47397e-05	2.13393e-05	0	0	0	1.62325e-05	0	0	3.70294e-05	0	2.45718e-05	6.97777e-05	5.74041e-05	0	0	0	0	0	0	0	0	0	9.5279e-06	1.25628e-05	0	0	0	8.3e-06	0	0	0	2.39695e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aurantimonas|s__Aurantimonas coralicida/manganoxydans	0	0	0	0	0	0	0	1.51657e-05	0	3.47397e-05	2.13393e-05	0	0	0	1.62325e-05	0	0	2.54056e-05	0	1.34221e-05	4.83212e-05	4.90865e-05	0	0	0	0	0	0	0	0	0	9.5279e-06	1.25628e-05	0	0	0	8.3e-06	0	0	0	2.39695e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aurantimonas|s__Aurantimonas sp. 22II-16-19i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16238e-05	0	1.11497e-05	2.14566e-05	8.3176e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Martelella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34848e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Martelella|s__Martelella mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34848e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	0	0	0	0	0	0	0	0	0	1.33612e-05	2.08307e-05	0	3.85707e-05	3.79152e-05	8.63578e-05	2.00884e-05	2.00981e-05	2.01288e-05	1.46629e-05	1.22884e-05	2.64983e-05	2.53617e-05	1.482e-05	0	0	0	0	0	0	0	0	0	0.0002038642	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia	0	0	0	0	0	0	0	0	0	1.33612e-05	2.08307e-05	0	1.77486e-05	3.79152e-05	7.42899e-05	2.00884e-05	2.00981e-05	2.01288e-05	1.46629e-05	1.22884e-05	2.64983e-05	2.53617e-05	1.482e-05	0	0	0	0	0	0	0	0	0	5.72513e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia birgiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8578e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia broomeae	0	0	0	0	0	0	0	0	0	1.33612e-05	1.12416e-05	0	1.77486e-05	1.22316e-05	2.9141e-05	1.10562e-05	2.00981e-05	1.3271e-05	8.3254e-06	1.22884e-05	2.64983e-05	1.25143e-05	1.482e-05	0	0	0	0	0	0	0	0	0	1.29972e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50684e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6523e-06	1.35887e-05	9.0322e-06	0	0	0	0	0	1.28474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia species incertae sedis [ext_mOTU_v3_27609]	0	0	0	0	0	0	0	0	0	0	9.5891e-06	0	0	1.70313e-05	3.15602e-05	0	0	0	6.3375e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91857e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bosea	0	0	0	0	0	0	0	0	0	0	0	0	2.08221e-05	0	1.20678e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63486e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bosea|s__Bosea vaviloviae	0	0	0	0	0	0	0	0	0	0	0	0	2.08221e-05	0	1.20678e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63486e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobiaceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16456e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobiaceae gen. incertae sedis|s__Bradyrhizobiaceae species incertae sedis [ext_mOTU_v3_18655]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16456e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77142e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59147e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium sp. NFR13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01539e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium species incertae sedis [ext_mOTU_v3_18654]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16456e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Tardiphaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09045e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Tardiphaga|s__Tardiphaga robiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51267e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Tardiphaga|s__Tardiphaga sp. OK245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57778e-05	0	0	0	0	0	0	0	0
