bin_id	completeness	contamination	strain_heterogeneity	quality	keep	n50
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.52	72.04	5.17	50.0	medium_quality	keep	17954
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.53	99.66	349.56	9.84	low_quality	reject	10024
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.6	86.26	8.47	19.57	medium_quality	keep	11711
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.7	10.34	0.0	0.0	low_quality	reject	2260
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.8	20.3	0.0	0.0	low_quality	reject	4071
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.9	46.0	13.91	0.0	low_quality	reject	13054
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.1	14.89	0.0	0.0	low_quality	reject	6428
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.10	96.19	3.81	11.11	high_quality	keep	20348
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.11	99.69	338.36	16.81	low_quality	reject	11747
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.12	86.71	0.93	0.0	medium_quality	keep	17265
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.13	92.79	1.72	0.0	high_quality	keep	117927
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.14	4.17	0.0	0.0	low_quality	reject	13485
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.15	97.04	2.66	41.67	high_quality	keep	43200
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.16	26.24	0.0	0.0	low_quality	reject	2565
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.17	37.76	13.79	0.0	low_quality	reject	2887
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.18	30.62	0.0	0.0	low_quality	reject	2337
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.19	85.68	1.58	0.0	medium_quality	keep	11692
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.2	86.42	4.21	20.0	medium_quality	keep	13595
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.20	33.78	1.72	0.0	low_quality	reject	2694
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.21	72.25	1.75	0.0	medium_quality	keep	11963
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.22	91.98	0.22	100.0	high_quality	keep	9249
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.23	31.38	9.48	22.22	low_quality	reject	2218
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.24	26.25	2.61	0.0	low_quality	reject	2294
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.25	50.61	1.88	0.0	medium_quality	keep	4558
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.26	97.81	132.71	6.71	low_quality	reject	3868
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.27	88.47	5.18	22.22	medium_quality	keep	11649
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.28	96.26	0.43	100.0	high_quality	keep	45901
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.29	36.03	0.0	0.0	low_quality	reject	3342
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.3	40.49	1.72	0.0	low_quality	reject	2301
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.30	94.51	138.12	2.72	low_quality	reject	3372
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.31	90.33	0.18	0.0	high_quality	keep	16803
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.32	94.41	3.66	27.27	high_quality	keep	24321
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.33	64.42	0.93	0.0	medium_quality	keep	6115
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.34	71.02	10.99	12.7	low_quality	reject	8810
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.35	0.0	0.0	0.0	low_quality	reject	6705
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.36	39.83	2.59	0.0	low_quality	reject	2338
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.37	39.48	1.72	0.0	low_quality	reject	8817
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.38	12.07	0.0	0.0	low_quality	reject	1958
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.39	90.43	1.38	33.33	high_quality	keep	19308
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.4	91.03	2.99	0.0	high_quality	keep	19659
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.40	96.47	4.76	20.0	high_quality	keep	46134
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.41	54.08	1.72	0.0	medium_quality	keep	10634
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.42	96.63	0.49	0.0	high_quality	keep	84127
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.43	50.17	6.03	0.0	medium_quality	keep	2670
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.44	1.38	0.0	0.0	low_quality	reject	27087
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.45	13.79	1.72	0.0	low_quality	reject	2092
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.46	97.21	7.33	0.0	medium_quality	keep	286669
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.47	88.54	9.75	24.24	medium_quality	keep	9287
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.48	82.26	65.74	5.17	low_quality	reject	3267
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.49	44.83	0.0	0.0	low_quality	reject	3939
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.5	26.5	6.14	0.0	low_quality	reject	2136
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.50	8.33	0.0	0.0	low_quality	reject	2064
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.51	90.01	1.81	50.0	high_quality	keep	9390
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.6	45.01	13.85	2.7	low_quality	reject	14277
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.7	64.52	9.06	2.99	medium_quality	keep	4554
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.8	97.94	4.42	15.15	high_quality	keep	141260
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.005_sample_2.bin.9	88.98	2.87	0.0	medium_quality	keep	22705
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.1	90.16	6.68	23.53	medium_quality	keep	16844
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.10	99.04	1.23	37.5	high_quality	keep	67050
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.11	31.5	0.0	0.0	low_quality	reject	3003
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.12	99.51	0.49	100.0	high_quality	keep	122703
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.13	4.17	0.0	0.0	low_quality	reject	1838
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.14	79.82	0.9	25.0	medium_quality	keep	5966
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.15	41.85	0.0	0.0	low_quality	reject	2901
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.16	41.56	0.86	0.0	low_quality	reject	2291
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.17	62.52	8.24	0.0	medium_quality	keep	4709
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.18	89.22	1.72	0.0	medium_quality	keep	117797
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.19	45.01	12.89	0.0	low_quality	reject	13013
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.2	87.62	3.21	0.0	medium_quality	keep	11100
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.20	92.64	4.65	0.0	high_quality	keep	63725
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.21	91.11	14.65	37.21	low_quality	reject	16230
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.22	71.53	29.62	23.08	low_quality	reject	3609
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.23	98.07	6.94	0.0	medium_quality	keep	217685
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.24	12.93	0.0	0.0	low_quality	reject	118967
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.25	51.58	2.18	15.38	medium_quality	keep	3333
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.26	91.04	2.45	0.0	high_quality	keep	12973
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.27	89.41	0.51	0.0	medium_quality	keep	188049
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.28	37.42	0.48	0.0	low_quality	reject	2581
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.29	70.69	0.0	0.0	medium_quality	keep	17709
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.3	52.93	0.0	0.0	medium_quality	keep	4378
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.30	1.72	0.0	0.0	low_quality	reject	12695
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.31	96.58	5.25	0.0	medium_quality	keep	16344
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.32	74.48	5.17	0.0	medium_quality	keep	5134
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.33	90.05	10.35	0.0	low_quality	reject	12959
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.4	17.4	1.72	0.0	low_quality	reject	1915
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.5	25.34	0.0	0.0	low_quality	reject	2163
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.6	26.72	0.0	0.0	low_quality	reject	2585
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.7	0.0	0.0	0.0	low_quality	reject	19103
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.8	53.43	11.21	25.0	low_quality	reject	3028
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_0.bin.9	78.28	0.93	0.0	medium_quality	keep	6431
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.1	56.11	15.05	8.33	low_quality	reject	3957
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.10	91.85	4.85	21.05	high_quality	keep	12346
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.11	0.0	0.0	0.0	low_quality	reject	9906
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.12	92.66	3.21	57.14	high_quality	keep	11618
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.13	98.07	5.95	0.0	medium_quality	keep	337164
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.14	61.4	1.71	0.0	medium_quality	keep	9882
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.15	8.62	0.0	0.0	low_quality	reject	1815
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.16	86.82	0.79	0.0	medium_quality	keep	155142
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.17	89.7	2.7	40.0	medium_quality	keep	18208
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.18	8.62	0.0	0.0	low_quality	reject	2275
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.19	91.63	5.11	33.33	medium_quality	keep	8774
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.2	81.91	0.57	100.0	medium_quality	keep	5267
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.20	58.97	3.45	0.0	medium_quality	keep	7603
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.21	2.57	0.0	0.0	low_quality	reject	15136
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.22	49.69	1.96	0.0	low_quality	reject	3670
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.23	4.17	0.0	0.0	low_quality	reject	1903
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.24	0.0	0.0	0.0	low_quality	reject	1862
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.25	0.0	0.0	0.0	low_quality	reject	1814
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.26	54.08	0.0	0.0	medium_quality	keep	3049
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.27	32.21	0.0	0.0	low_quality	reject	2123
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.28	4.17	4.17	0.0	low_quality	reject	1739
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.29	99.5	204.87	20.07	low_quality	reject	8992
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.3	15.52	0.0	0.0	low_quality	reject	146332
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.30	29.51	0.0	0.0	low_quality	reject	2156
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.31	45.14	3.45	0.0	low_quality	reject	4351
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.32	94.96	10.26	13.33	low_quality	reject	25653
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.33	44.69	12.89	0.0	low_quality	reject	13223
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.34	10.27	0.0	0.0	low_quality	reject	2378
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.35	39.48	0.0	0.0	low_quality	reject	18158
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.36	87.29	2.54	0.0	medium_quality	keep	10592
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.4	48.43	5.17	33.33	low_quality	reject	2651
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.5	99.79	0.62	6.67	high_quality	keep	108018
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.6	89.74	10.6	17.39	low_quality	reject	7202
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.7	96.7	0.16	50.0	high_quality	keep	59541
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.8	99.51	0.49	0.0	high_quality	keep	54966
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.0.up.0.4.mut_rate.0_sample_2.bin.9	95.26	1.72	0.0	high_quality	keep	281105
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.1	38.26	0.0	0.0	low_quality	reject	2314
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.10	12.07	0.0	0.0	low_quality	reject	2990
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.11	92.7	19.97	2.33	low_quality	reject	11495
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.12	8.33	0.0	0.0	low_quality	reject	1851
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.13	94.28	4.38	10.0	high_quality	keep	117255
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.14	13.79	0.0	0.0	low_quality	reject	2129
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.15	88.06	64.19	5.2	low_quality	reject	4315
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.16	19.83	3.45	0.0	low_quality	reject	2150
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.17	90.64	2.59	33.33	high_quality	keep	11056
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.18	99.88	5.95	10.71	medium_quality	keep	129754
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.19	96.34	2.86	42.86	high_quality	keep	15231
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.2	99.07	2.57	8.11	high_quality	keep	90426
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.20	99.51	0.0	0.0	high_quality	keep	77216
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.21	20.0	6.21	0.0	low_quality	reject	2014
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.22	43.25	11.88	0.0	low_quality	reject	13427
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.23	89.15	3.49	0.0	medium_quality	keep	76020
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.24	33.65	1.72	0.0	low_quality	reject	2563
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.25	87.47	0.87	33.33	medium_quality	keep	9269
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.26	41.16	0.89	0.0	low_quality	reject	2921
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.27	80.37	4.56	0.0	medium_quality	keep	5158
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.28	91.46	0.0	0.0	high_quality	keep	12588
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.29	92.16	1.77	37.5	high_quality	keep	20802
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.3	92.95	86.79	18.09	low_quality	reject	5765
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.30	7.71	0.0	0.0	low_quality	reject	14442
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.31	73.68	5.13	0.0	medium_quality	keep	4778
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.32	13.79	0.0	0.0	low_quality	reject	3961
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.33	82.18	8.35	23.91	medium_quality	keep	9682
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.34	0.0	0.0	0.0	low_quality	reject	2133
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.35	77.59	1.72	0.0	medium_quality	keep	9772
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.36	76.52	5.26	25.0	medium_quality	keep	11952
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.37	0.0	0.0	0.0	low_quality	reject	1830
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.38	54.94	1.72	0.0	medium_quality	keep	10647
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.39	56.38	0.0	0.0	medium_quality	keep	7677
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.4	51.54	7.47	0.0	medium_quality	keep	2596
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.40	37.07	0.0	0.0	low_quality	reject	3834
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.41	51.72	2.59	0.0	medium_quality	keep	2756
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.42	65.35	0.93	0.0	medium_quality	keep	5829
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.43	93.59	0.85	0.0	high_quality	keep	17986
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.44	16.38	0.0	0.0	low_quality	reject	3682
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.45	97.74	6.92	0.0	medium_quality	keep	348715
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.46	97.44	1.5	60.0	high_quality	keep	42392
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.47	99.22	281.79	20.04	low_quality	reject	11905
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.48	95.25	64.63	44.12	low_quality	reject	7196
profile.n.80.size.7.5.gc.unrestricted.k.60.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.49	95.37	0.93	0.0	high_quality	keep	70904
